Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2009-02-05 22:00:00.000 +0100,Partly Cloudy,rain,8.905555556,6.605555556,0.85,14.7959,200,14.329,0,1006.3,Foggy starting overnight continuing until morning.
2009-02-05 23:00:00.000 +0100,Partly Cloudy,rain,7.222222222,4.577777778,0.89,14.49,220,15.134,0,1006,Foggy starting overnight continuing until morning.
2009-02-06 00:00:00.000 +0100,Clear,rain,5.555555556,3.083333333,0.89,11.27,210,15.134,0,1006.2,Partly cloudy starting in the morning continuing until night.
2009-02-06 01:00:00.000 +0100,Clear,rain,6.216666667,3.85,0.83,11.4149,160,15.1501,0,1002.56,Partly cloudy starting in the morning continuing until night.
2009-02-06 02:00:00.000 +0100,Clear,rain,5,2.411111111,0.86,11.27,220,15.134,0,1006.1,Partly cloudy starting in the morning continuing until night.
2009-02-06 03:00:00.000 +0100,Clear,rain,4.444444444,1.744444444,0.85,11.27,210,15.134,0,1005.8,Partly cloudy starting in the morning continuing until night.
2009-02-06 04:00:00.000 +0100,Clear,rain,3.644444444,0.833333333,0.92,11.0124,214,14.329,0,1005.91,Partly cloudy starting in the morning continuing until night.
2009-02-06 05:00:00.000 +0100,Clear,rain,3.888888889,1.427777778,0.89,9.66,190,9.982,0,0,Partly cloudy starting in the morning continuing until night.
2009-02-06 06:00:00.000 +0100,Partly Cloudy,rain,2.777777778,-0.594444444,0.96,12.88,170,9.982,0,1005.2,Partly cloudy starting in the morning continuing until night.
2009-02-06 07:00:00.000 +0100,Partly Cloudy,rain,2.583333333,-0.183333333,0.92,9.8854,164,9.982,0,1005.47,Partly cloudy starting in the morning continuing until night.
2009-02-06 08:00:00.000 +0100,Mostly Cloudy,rain,3.888888889,1.833333333,0.89,8.05,150,9.982,0,1005.5,Partly cloudy starting in the morning continuing until night.
2009-02-06 09:00:00.000 +0100,Mostly Cloudy,rain,7.222222222,4.577777778,0.79,14.49,150,9.982,0,1005.4,Partly cloudy starting in the morning continuing until night.
2009-02-06 10:00:00.000 +0100,Mostly Cloudy,rain,10.93888889,10.93888889,0.61,12.7995,170,10.3684,0,1005.12,Partly cloudy starting in the morning continuing until night.
2009-02-06 11:00:00.000 +0100,Mostly Cloudy,rain,12.77777778,12.77777778,0.59,14.49,170,9.982,0,1004.9,Partly cloudy starting in the morning continuing until night.
2009-02-06 12:00:00.000 +0100,Mostly Cloudy,rain,15,15,0.55,17.71,170,9.982,0,1004.1,Partly cloudy starting in the morning continuing until night.
2009-02-06 13:00:00.000 +0100,Mostly Cloudy,rain,14.82777778,14.82777778,0.55,20.286,171,10.3684,0,1003.66,Partly cloudy starting in the morning continuing until night.
2009-02-06 14:00:00.000 +0100,Mostly Cloudy,rain,16.11111111,16.11111111,0.52,17.71,180,9.982,0,1003.1,Partly cloudy starting in the morning continuing until night.
2009-02-06 15:00:00.000 +0100,Clear,rain,15,15,0.51,17.71,170,9.982,0,1002.7,Partly cloudy starting in the morning continuing until night.
2009-02-06 16:00:00.000 +0100,Mostly Cloudy,rain,13.95555556,13.95555556,0.58,12.7673,158,10.3684,0,1002.72,Partly cloudy starting in the morning continuing until night.
2009-02-06 17:00:00.000 +0100,Mostly Cloudy,rain,11.11111111,11.11111111,0.71,12.88,140,9.982,0,1002.6,Partly cloudy starting in the morning continuing until night.
2009-02-06 18:00:00.000 +0100,Mostly Cloudy,rain,10,8.205555556,0.77,12.88,170,9.982,0,1002.7,Partly cloudy starting in the morning continuing until night.
2009-02-06 19:00:00.000 +0100,Mostly Cloudy,rain,9.011111111,7.2,0.76,11.5598,163,9.982,0,1002.65,Partly cloudy starting in the morning continuing until night.
2009-02-06 20:00:00.000 +0100,Partly Cloudy,rain,7.777777778,5.261111111,0.83,14.49,150,9.982,0,1002.6,Partly cloudy starting in the morning continuing until night.
2009-02-06 21:00:00.000 +0100,Partly Cloudy,rain,7.222222222,4.577777778,0.83,14.49,140,16.1,0,1002.7,Partly cloudy starting in the morning continuing until night.
2009-02-06 22:00:00.000 +0100,Partly Cloudy,rain,7.311111111,4.727777778,0.79,14.2002,146,15.1501,0,1002.52,Partly cloudy starting in the morning continuing until night.
2009-02-06 23:00:00.000 +0100,Partly Cloudy,rain,7.777777778,4.844444444,0.76,17.71,150,16.1,0,1002.1,Partly cloudy starting in the morning continuing until night.
2009-02-07 00:00:00.000 +0100,Clear,rain,7.222222222,4.15,0.76,17.71,160,16.1,0,1001.9,Mostly cloudy starting in the morning.
2009-02-07 01:00:00.000 +0100,Mostly Cloudy,rain,7.972222222,5.188888889,0.84,16.8567,148,15.1501,0,994.15,Mostly cloudy starting in the morning.
2009-02-07 02:00:00.000 +0100,Clear,rain,5,1.377777778,0.89,17.71,140,9.982,0,1001.2,Mostly cloudy starting in the morning.
2009-02-07 03:00:00.000 +0100,Clear,rain,4.444444444,0.683333333,0.92,17.71,140,6.118,0,1000.8,Mostly cloudy starting in the morning.
2009-02-07 04:00:00.000 +0100,Clear,rain,4.411111111,1.238888889,0.89,13.7816,149,6.7137,0,1001.02,Mostly cloudy starting in the morning.
2009-02-07 05:00:00.000 +0100,Clear,rain,3.888888889,0.222222222,0.92,16.1,150,6.118,0,1000.7,Mostly cloudy starting in the morning.
2009-02-07 06:00:00.000 +0100,Partly Cloudy,rain,3.888888889,-0.622222222,0.92,22.54,130,6.118,0,1000.1,Mostly cloudy starting in the morning.
2009-02-07 07:00:00.000 +0100,Mostly Cloudy,rain,3.938888889,0.566666667,0.92,14.3451,146,6.7137,0,999.77,Mostly cloudy starting in the morning.
2009-02-07 08:00:00.000 +0100,Mostly Cloudy,rain,7.222222222,3.788888889,0.79,20.93,160,9.982,0,999.2,Mostly cloudy starting in the morning.
2009-02-07 09:00:00.000 +0100,Mostly Cloudy,rain,7.777777778,4.844444444,0.83,17.71,150,9.982,0,998.8,Mostly cloudy starting in the morning.
2009-02-07 10:00:00.000 +0100,Mostly Cloudy,rain,10.05,10.05,0.77,15.9229,148,10.3684,0,998.53,Mostly cloudy starting in the morning.
2009-02-07 11:00:00.000 +0100,Mostly Cloudy,rain,12.77777778,12.77777778,0.69,22.54,170,9.982,0,998,Mostly cloudy starting in the morning.
2009-02-07 12:00:00.000 +0100,Mostly Cloudy,rain,12.77777778,12.77777778,0.69,24.15,160,9.982,0,996.9,Mostly cloudy starting in the morning.
2009-02-07 13:00:00.000 +0100,Mostly Cloudy,rain,14.86111111,14.86111111,0.61,22.7493,166,10.3684,0,996.41,Mostly cloudy starting in the morning.
2009-02-07 14:00:00.000 +0100,Mostly Cloudy,rain,12.77777778,12.77777778,0.69,22.54,170,9.982,0,995.8,Mostly cloudy starting in the morning.
2009-02-07 15:00:00.000 +0100,Mostly Cloudy,rain,12.77777778,12.77777778,0.72,17.71,170,11.27,0,995.3,Mostly cloudy starting in the morning.
2009-02-07 16:00:00.000 +0100,Mostly Cloudy,rain,12.39444444,12.39444444,0.73,20.5436,158,11.4471,0,995.22,Mostly cloudy starting in the morning.
2009-02-07 17:00:00.000 +0100,Mostly Cloudy,rain,12.22222222,12.22222222,0.74,20.93,170,11.27,0,995,Mostly cloudy starting in the morning.
2009-02-07 18:00:00.000 +0100,Mostly Cloudy,rain,11.11111111,11.11111111,0.8,14.49,160,11.27,0,995.2,Mostly cloudy starting in the morning.
2009-02-07 19:00:00.000 +0100,Overcast,rain,11.09444444,11.09444444,0.8,23.345,158,11.0768,0,995.19,Mostly cloudy starting in the morning.
2009-02-07 20:00:00.000 +0100,Overcast,rain,11.11111111,11.11111111,0.77,22.54,130,11.27,0,994.4,Mostly cloudy starting in the morning.
2009-02-07 21:00:00.000 +0100,Mostly Cloudy,rain,10.55555556,10.55555556,0.8,20.93,130,16.1,0,994.1,Mostly cloudy starting in the morning.
2009-02-07 22:00:00.000 +0100,Overcast,rain,10.41666667,10.41666667,0.72,24.955,139,15.1501,0,993.85,Mostly cloudy starting in the morning.
2009-02-07 23:00:00.000 +0100,Mostly Cloudy,rain,9.444444444,6.6,0.77,20.93,140,16.1,0,993.5,Mostly cloudy starting in the morning.
2009-02-08 00:00:00.000 +0100,Mostly Cloudy,rain,8.888888889,5.894444444,0.8,20.93,150,16.1,0,993.2,Mostly cloudy throughout the day.
2009-02-08 01:00:00.000 +0100,Mostly Cloudy,rain,4.183333333,0.394444444,0.84,17.4041,248,15.1501,0,997.55,Mostly cloudy throughout the day.
2009-02-08 02:00:00.000 +0100,Mostly Cloudy,rain,7.777777778,5.261111111,0.83,14.49,150,16.1,0,992.1,Mostly cloudy throughout the day.
2009-02-08 03:00:00.000 +0100,Mostly Cloudy,rain,9.444444444,6.6,0.74,20.93,160,16.1,0,991.5,Mostly cloudy throughout the day.
2009-02-08 04:00:00.000 +0100,Mostly Cloudy,rain,8.783333333,5.877777778,0.78,19.7869,147,15.1501,0,990.97,Mostly cloudy throughout the day.
2009-02-08 05:00:00.000 +0100,Partly Cloudy,rain,7.777777778,5.261111111,0.83,14.49,150,11.27,0,0,Mostly cloudy throughout the day.
2009-02-08 06:00:00.000 +0100,Partly Cloudy,rain,7.222222222,4.355555556,0.86,16.1,140,9.982,0,990.7,Mostly cloudy throughout the day.
2009-02-08 07:00:00.000 +0100,Partly Cloudy,rain,7.311111111,4.533333333,0.8,15.5526,139,9.982,0,990.82,Mostly cloudy throughout the day.
2009-02-08 08:00:00.000 +0100,Mostly Cloudy,rain,7.222222222,4.355555556,0.86,16.1,150,9.982,0,991.2,Mostly cloudy throughout the day.
2009-02-08 09:00:00.000 +0100,Mostly Cloudy,rain,7.777777778,5.261111111,0.89,14.49,140,9.982,0,991.8,Mostly cloudy throughout the day.
2009-02-08 10:00:00.000 +0100,Mostly Cloudy,rain,9.011111111,7.366666667,0.89,10.5455,142,9.982,0,992.03,Mostly cloudy throughout the day.
2009-02-08 11:00:00.000 +0100,Overcast,rain,10,8.438888889,0.83,11.27,170,11.27,0,992.2,Mostly cloudy throughout the day.
2009-02-08 12:00:00.000 +0100,Overcast,rain,10,9.011111111,0.83,8.05,140,11.27,0,992,Mostly cloudy throughout the day.
2009-02-08 13:00:00.000 +0100,Mostly Cloudy,rain,11.19444444,11.19444444,0.8,11.1573,176,10.8997,0,992.2,Mostly cloudy throughout the day.
2009-02-08 14:00:00.000 +0100,Mostly Cloudy,rain,12.22222222,12.22222222,0.74,14.49,220,11.27,0,992.3,Mostly cloudy throughout the day.
2009-02-08 15:00:00.000 +0100,Partly Cloudy,rain,12.22222222,12.22222222,0.66,22.54,250,11.27,0,992.2,Mostly cloudy throughout the day.
2009-02-08 16:00:00.000 +0100,Partly Cloudy,rain,11.19444444,11.19444444,0.71,20.5275,250,11.4471,0,993.22,Mostly cloudy throughout the day.
2009-02-08 17:00:00.000 +0100,Mostly Cloudy,rain,8.888888889,7.1,0.83,11.27,240,9.982,0,993.7,Mostly cloudy throughout the day.
2009-02-08 18:00:00.000 +0100,Mostly Cloudy,rain,7.777777778,5.044444444,0.89,16.1,250,9.982,0,994.5,Mostly cloudy throughout the day.
2009-02-08 19:00:00.000 +0100,Mostly Cloudy,rain,7.777777778,5.561111111,0.95,12.4614,263,9.982,0,995,Mostly cloudy throughout the day.
2009-02-08 20:00:00.000 +0100,Overcast,rain,6.111111111,2.044444444,0.93,24.15,290,11.27,0,995.6,Mostly cloudy throughout the day.
2009-02-08 21:00:00.000 +0100,Overcast,rain,5.555555556,2.072222222,0.93,17.71,280,16.1,0,996.3,Mostly cloudy throughout the day.
2009-02-08 22:00:00.000 +0100,Overcast,rain,4.983333333,1.238888889,0.89,18.5955,269,15.1501,0,997.04,Mostly cloudy throughout the day.
2009-02-08 23:00:00.000 +0100,Overcast,rain,4.444444444,0.683333333,0.82,17.71,260,16.1,0,997.6,Mostly cloudy throughout the day.
2009-02-09 00:00:00.000 +0100,Overcast,rain,3.888888889,-0.011111111,0.85,17.71,260,16.1,0,998.1,Foggy in the morning.
2009-02-09 01:00:00.000 +0100,Mostly Cloudy,snow,-0.3,-2.255555556,0.88,5.7799,236,9.982,0,1011.12,Foggy in the morning.
2009-02-09 02:00:00.000 +0100,Overcast,rain,2.777777778,-1.838888889,0.92,20.93,260,16.1,0,998.9,Foggy in the morning.
2009-02-09 03:00:00.000 +0100,Overcast,rain,2.777777778,-1.4,0.92,17.71,250,16.1,0,999.2,Foggy in the morning.
2009-02-09 04:00:00.000 +0100,Overcast,rain,2.866666667,-1.327777778,0.92,17.9676,258,15.7136,0,1000.07,Foggy in the morning.
2009-02-09 05:00:00.000 +0100,Overcast,rain,2.222222222,-1.844444444,1,16.1,250,11.27,0,0,Foggy in the morning.
2009-02-09 06:00:00.000 +0100,Overcast,rain,2.222222222,-1.844444444,0.92,16.1,270,11.27,0,1000.6,Foggy in the morning.
2009-02-09 07:00:00.000 +0100,Overcast,rain,2.172222222,-1.794444444,0.92,15.4238,268,11.0768,0,1001.63,Foggy in the morning.
2009-02-09 08:00:00.000 +0100,Mostly Cloudy,rain,2.222222222,2.222222222,1,4.83,260,4.025,0,1002.4,Foggy in the morning.
2009-02-09 09:00:00.000 +0100,Foggy,rain,2.222222222,-0.933333333,1,11.27,320,2.576,0,1003.1,Foggy in the morning.
2009-02-09 10:00:00.000 +0100,Foggy,rain,2.655555556,-1.133333333,0.99,15.0535,12,3.1717,0,1004.38,Foggy in the morning.
2009-02-09 11:00:00.000 +0100,Overcast,rain,2.777777778,-1.4,1,17.71,20,4.025,0,1005.5,Foggy in the morning.
2009-02-09 12:00:00.000 +0100,Overcast,rain,2.777777778,-2.883333333,0.96,30.59,20,4.508,0,1006.7,Foggy in the morning.
2009-02-09 13:00:00.000 +0100,Overcast,rain,2.622222222,-1.916666667,0.96,20.0123,7,4.025,0,1007.54,Foggy in the morning.
2009-02-09 14:00:00.000 +0100,Overcast,rain,2.777777778,-2.038888889,0.89,22.54,0,6.118,0,1008,Foggy in the morning.
2009-02-09 15:00:00.000 +0100,Overcast,rain,2.222222222,-2.544444444,1,20.93,330,6.118,0,1009,Foggy in the morning.
2009-02-09 16:00:00.000 +0100,Overcast,rain,2.205555556,-2.461111111,0.93,20.1572,313,4.991,0,1009.93,Foggy in the morning.
2009-02-09 17:00:00.000 +0100,Overcast,rain,2.222222222,-2.094444444,0.92,17.71,300,4.025,0,1010.4,Foggy in the morning.
2009-02-09 18:00:00.000 +0100,Overcast,rain,2.222222222,-1.266666667,0.92,12.88,310,4.025,0,1011.1,Foggy in the morning.
2009-02-09 19:00:00.000 +0100,Overcast,rain,2.133333333,-1.605555556,0.92,14.1197,301,7.1645,0,1011.88,Foggy in the morning.
2009-02-09 20:00:00.000 +0100,Overcast,rain,2.222222222,-0.127777778,0.85,8.05,320,9.016,0,1012,Foggy in the morning.
2009-02-09 21:00:00.000 +0100,Overcast,rain,1.666666667,1.666666667,0.92,3.22,310,9.982,0,1012.2,Foggy in the morning.
2009-02-09 22:00:00.000 +0100,Mostly Cloudy,rain,2.116666667,0.044444444,0.86,7.1001,296,9.6117,0,1012.66,Foggy in the morning.
2009-02-09 23:00:00.000 +0100,Mostly Cloudy,rain,1.666666667,-0.255555556,0.85,6.44,320,9.982,0,1012.8,Foggy in the morning.
2009-01-01 00:00:00.000 +0100,Foggy,snow,-6.077777778,-6.077777778,0.93,2.415,314,0.8855,0,1026.54,Foggy until morning.
2009-01-01 01:00:00.000 +0100,Foggy,snow,-6.111111111,-9.911111111,0.92,8.05,330,1.288,0,1025.7,Foggy until morning.
2009-01-01 02:00:00.000 +0100,Foggy,snow,-6.111111111,-10.97777778,0.92,11.27,310,1.288,0,1025.9,Foggy until morning.
2009-01-01 03:00:00.000 +0100,Foggy,snow,-5.555555556,-10.30555556,0.93,11.27,320,1.4329,0,1026.17,Foggy until morning.
2009-01-01 04:00:00.000 +0100,Foggy,snow,-5,-9.161111111,0.84,9.66,300,1.449,0,1026,Foggy until morning.
2009-01-01 05:00:00.000 +0100,Foggy,snow,-5,-8.611111111,0.84,8.05,290,2.576,0,1026,Foggy until morning.
2009-01-01 06:00:00.000 +0100,Overcast,snow,-5.033333333,-7.677777778,0.85,5.7638,306,3.7352,0,1026.27,Foggy until morning.
2009-01-01 07:00:00.000 +0100,Overcast,snow,-5,-5,0.84,4.83,290,3.542,0,1026,Foggy until morning.
2009-01-01 08:00:00.000 +0100,Overcast,snow,-5,-7.955555556,0.84,6.44,280,4.508,0,1026.1,Foggy until morning.
2009-01-01 09:00:00.000 +0100,Overcast,snow,-4.894444444,-4.894444444,0.85,4.1216,285,4.991,0,1026.27,Foggy until morning.
2009-01-01 10:00:00.000 +0100,Overcast,snow,-4.444444444,-4.444444444,0.84,3.22,290,4.508,0,1026.2,Foggy until morning.
2009-01-01 11:00:00.000 +0100,Overcast,snow,-4.444444444,-8.966666667,0.84,11.27,340,4.508,0,1026.3,Foggy until morning.
2009-01-01 12:00:00.000 +0100,Mostly Cloudy,snow,-5.333333333,-5.333333333,0.81,4.2826,228,7.9856,0,1026.74,Foggy until morning.
2009-01-01 13:00:00.000 +0100,Overcast,snow,-5,-9.638888889,0.81,11.27,10,8.05,0,1026.3,Foggy until morning.
2009-01-01 14:00:00.000 +0100,Overcast,snow,-5.555555556,-10.30555556,0.81,11.27,30,8.05,0,1026.6,Foggy until morning.
2009-01-01 15:00:00.000 +0100,Overcast,snow,-5.033333333,-8.166666667,0.78,6.8264,353,7.9856,0,1026.67,Foggy until morning.
2009-01-01 16:00:00.000 +0100,Overcast,snow,-5,-5,0.77,3.22,280,8.05,0,1026.3,Foggy until morning.
2009-01-01 17:00:00.000 +0100,Overcast,snow,-5,-8.611111111,0.81,8.05,280,8.05,0,1026.3,Foggy until morning.
2009-01-01 18:00:00.000 +0100,Mostly Cloudy,snow,-4.95,-4.95,0.81,4.4436,341,7.5348,0,1026.76,Foggy until morning.
2009-01-01 19:00:00.000 +0100,Mostly Cloudy,snow,-5,-5,0.81,0,0,7.084,0,1027,Foggy until morning.
2009-01-01 20:00:00.000 +0100,Mostly Cloudy,snow,-3.888888889,-3.888888889,0.74,3.22,70,7.084,0,1027.1,Foggy until morning.
2009-01-01 21:00:00.000 +0100,Mostly Cloudy,snow,-3.955555556,-3.955555556,0.75,0.4347,90,8.3559,0,1027.35,Foggy until morning.
2009-01-01 22:00:00.000 +0100,Mostly Cloudy,snow,-3.888888889,-3.888888889,0.74,4.83,160,11.27,0,1026.9,Foggy until morning.
2009-01-01 23:00:00.000 +0100,Mostly Cloudy,snow,-2.777777778,-6.511111111,0.71,9.66,180,11.27,0,1026.1,Foggy until morning.
2009-01-10 00:00:00.000 +0100,Foggy,snow,-12.22222222,-12.22222222,0.87,3.22,20,3.059,0,1033.8,Foggy until morning.
2009-01-10 01:00:00.000 +0100,Foggy,snow,-10.67777778,-10.67777778,0.91,3.4454,331,2.0608,0,1037.31,Foggy until morning.
2009-01-10 02:00:00.000 +0100,Foggy,snow,-13.88888889,-13.88888889,0.83,3.22,340,1.771,0,1034.2,Foggy until morning.
2009-01-10 03:00:00.000 +0100,Foggy,snow,-12.77777778,-16.93888889,0.87,6.44,0,1.771,0,1034.3,Foggy until morning.
2009-01-10 04:00:00.000 +0100,Foggy,snow,-12.13333333,-12.13333333,0.84,3.6869,343,1.6583,0,1034.22,Foggy until morning.
2009-01-10 05:00:00.000 +0100,Foggy,snow,-12.77777778,-12.77777778,0.83,4.83,350,1.449,0,1034.1,Foggy until morning.
2009-01-10 06:00:00.000 +0100,Foggy,snow,-13.88888889,-13.88888889,0.83,3.22,0,1.449,0,1034.1,Foggy until morning.
2009-01-10 07:00:00.000 +0100,Foggy,snow,-13.56111111,-13.56111111,0.84,4.4758,0,1.5295,0,1034.58,Foggy until morning.
2009-01-10 08:00:00.000 +0100,Foggy,snow,-12.77777778,-12.77777778,0.83,3.22,350,1.288,0,1034.9,Foggy until morning.
2009-01-10 09:00:00.000 +0100,Foggy,snow,-10,-10,0.92,1.61,340,1.288,0,1035.3,Foggy until morning.
2009-01-10 10:00:00.000 +0100,Foggy,snow,-7.172222222,-11.22777778,0.95,8.2271,341,1.8032,0,1035.73,Foggy until morning.
2009-01-10 11:00:00.000 +0100,Mostly Cloudy,snow,-5,-10.06111111,0.84,12.88,330,4.025,0,1035.7,Foggy until morning.
2009-01-10 12:00:00.000 +0100,Mostly Cloudy,snow,-3.888888889,-8.3,0.78,11.27,320,4.991,0,1035.6,Foggy until morning.
2009-01-10 13:00:00.000 +0100,Mostly Cloudy,snow,-3.838888889,-8.622222222,0.78,12.7673,338,4.8461,0,1035.32,Foggy until morning.
2009-01-10 14:00:00.000 +0100,Partly Cloudy,snow,-3.888888889,-7.838888889,0.74,9.66,300,4.991,0,1034.8,Foggy until morning.
2009-01-10 15:00:00.000 +0100,Mostly Cloudy,snow,-3.888888889,-7.838888889,0.74,9.66,340,4.669,0,1035.2,Foggy until morning.
2009-01-10 16:00:00.000 +0100,Partly Cloudy,snow,-5.833333333,-10.06111111,0.8,9.3702,326,4.4275,0,1035.33,Foggy until morning.
2009-01-10 17:00:00.000 +0100,Mostly Cloudy,snow,-7.222222222,-11.21666667,0.88,8.05,310,3.542,0,1035.7,Foggy until morning.
2009-01-10 18:00:00.000 +0100,Mostly Cloudy,snow,-7.222222222,-7.222222222,0.88,4.83,330,3.542,0,1036.1,Foggy until morning.
2009-01-10 19:00:00.000 +0100,Partly Cloudy,snow,-7.516666667,-12.18333333,0.84,9.7405,287,4.1699,0,1036.43,Foggy until morning.
2009-01-10 20:00:00.000 +0100,Clear,snow,-8.888888889,-13.17777778,0.84,8.05,310,3.542,0,1036.7,Foggy until morning.
2009-01-10 21:00:00.000 +0100,Foggy,snow,-9.444444444,-13.08888889,0.88,6.44,320,3.059,0,1037.2,Foggy until morning.
2009-01-10 22:00:00.000 +0100,Clear,snow,-9.655555556,-9.655555556,0.89,3.9928,319,3.7674,0,1037.38,Foggy until morning.
2009-01-10 23:00:00.000 +0100,Foggy,snow,-10,-10,0.88,3.22,320,2.576,0,1037.7,Foggy until morning.
2009-01-11 00:00:00.000 +0100,Foggy,snow,-11.11111111,-11.11111111,0.87,3.22,320,2.576,0,1038.1,Foggy starting overnight continuing until evening.
2009-01-11 01:00:00.000 +0100,Mostly Cloudy,snow,-6.055555556,-6.055555556,0.88,4.1377,140,4.5885,0,1040.74,Foggy starting overnight continuing until evening.
2009-01-11 02:00:00.000 +0100,Foggy,snow,-10.55555556,-10.55555556,0.87,3.22,300,1.932,0,1038.3,Foggy starting overnight continuing until evening.
2009-01-11 03:00:00.000 +0100,Foggy,snow,-11.11111111,-11.11111111,0.87,0,0,1.932,0,1038.5,Foggy starting overnight continuing until evening.
2009-01-11 04:00:00.000 +0100,Foggy,snow,-10.41666667,-14.1,0.88,6.2307,302,2.254,0,1038.72,Foggy starting overnight continuing until evening.
2009-01-11 05:00:00.000 +0100,Foggy,snow,-8.888888889,-8.888888889,0.92,3.22,310,1.932,0,1039,Foggy starting overnight continuing until evening.
2009-01-11 06:00:00.000 +0100,Foggy,snow,-7.777777778,-7.777777778,0.92,3.22,330,2.576,0,1039.2,Foggy starting overnight continuing until evening.
2009-01-11 07:00:00.000 +0100,Foggy,snow,-7.655555556,-7.655555556,0.92,3.8801,326,2.254,0,1039.25,Foggy starting overnight continuing until evening.
2009-01-11 08:00:00.000 +0100,Foggy,snow,-7.222222222,-7.222222222,0.96,3.22,320,1.932,0,1040,Foggy starting overnight continuing until evening.
2009-01-11 09:00:00.000 +0100,Foggy,snow,-7.222222222,-11.80555556,0.96,9.66,340,1.932,0,1040.7,Foggy starting overnight continuing until evening.
2009-01-11 10:00:00.000 +0100,Foggy,snow,-7.05,-9.727777778,0.95,5.2808,333,2.3345,0,1041.13,Foggy starting overnight continuing until evening.
2009-01-11 11:00:00.000 +0100,Foggy,snow,-6.111111111,-6.111111111,0.88,3.22,340,2.576,0,1041,Foggy starting overnight continuing until evening.
2009-01-11 12:00:00.000 +0100,Foggy,snow,-5,-5,0.81,4.83,340,2.576,0,1040.5,Foggy starting overnight continuing until evening.
2009-01-11 13:00:00.000 +0100,Foggy,snow,-4.95,-8.438888889,0.84,7.7602,18,2.6082,0,1040.33,Foggy starting overnight continuing until evening.
2009-01-11 14:00:00.000 +0100,Foggy,snow,-5,-5,0.84,3.22,30,2.576,0,1040.3,Foggy starting overnight continuing until evening.
2009-01-11 15:00:00.000 +0100,Foggy,snow,-5,-5,0.84,4.83,40,2.576,0,1040.4,Foggy starting overnight continuing until evening.
2009-01-11 16:00:00.000 +0100,Foggy,snow,-4.927777778,-7.383333333,0.84,5.4257,66,2.6726,0,1040.46,Foggy starting overnight continuing until evening.
2009-01-11 17:00:00.000 +0100,Foggy,snow,-5,-5,0.84,4.83,100,3.059,0,1040.8,Foggy starting overnight continuing until evening.
2009-01-11 18:00:00.000 +0100,Foggy,snow,-5,-8.611111111,0.84,8.05,150,3.059,0,1040.9,Foggy starting overnight continuing until evening.
2009-01-11 19:00:00.000 +0100,Foggy,snow,-5.105555556,-5.105555556,0.85,4.3953,154,3.0268,0,1041.14,Foggy starting overnight continuing until evening.
2009-01-11 20:00:00.000 +0100,Foggy,snow,-5,-8.611111111,0.84,8.05,200,3.059,0,1041.4,Foggy starting overnight continuing until evening.
2009-01-11 21:00:00.000 +0100,Foggy,snow,-5.555555556,-5.555555556,0.88,3.22,190,3.059,0,1041.7,Foggy starting overnight continuing until evening.
2009-01-11 22:00:00.000 +0100,Overcast,snow,-5.572222222,-5.572222222,0.89,2.3667,199,3.6386,0,1042.04,Foggy starting overnight continuing until evening.
2009-01-11 23:00:00.000 +0100,Foggy,snow,-5.555555556,-5.555555556,0.88,0,0,3.059,0,1041.7,Foggy starting overnight continuing until evening.
2009-01-12 00:00:00.000 +0100,Foggy,snow,-5,-5,0.84,3.22,200,3.059,0,1041.5,Foggy starting in the morning.
2009-01-12 01:00:00.000 +0100,Overcast,snow,-5.605555556,-5.605555556,0.89,4.1699,125,4.4597,0,1035.5,Foggy starting in the morning.
2009-01-12 02:00:00.000 +0100,Overcast,snow,-5.555555556,-10.30555556,0.88,11.27,130,4.025,0,1041,Foggy starting in the morning.
2009-01-12 03:00:00.000 +0100,Overcast,snow,-6.111111111,-6.111111111,0.92,3.22,60,4.025,0,1041.3,Foggy starting in the morning.
2009-01-12 04:00:00.000 +0100,Overcast,snow,-6.127777778,-9.555555556,0.92,7.1162,95,4.4597,0,1041.15,Foggy starting in the morning.
2009-01-12 05:00:00.000 +0100,Overcast,snow,-6.111111111,-6.111111111,0.88,4.83,70,4.025,0,1040.9,Foggy starting in the morning.
2009-01-12 06:00:00.000 +0100,Foggy,snow,-6.111111111,-10.48333333,0.92,9.66,140,3.059,0,1041,Foggy starting in the morning.
2009-01-12 07:00:00.000 +0100,Foggy,snow,-6.233333333,-8.638888889,0.89,5.0071,114,1.6905,0,1040.99,Foggy starting in the morning.
2009-01-12 08:00:00.000 +0100,Foggy,snow,-6.111111111,-6.111111111,0.88,3.22,160,1.932,0,1040.9,Foggy starting in the morning.
2009-01-12 09:00:00.000 +0100,Foggy,snow,-6.111111111,-6.111111111,0.92,4.83,180,1.932,0,1041.1,Foggy starting in the morning.
2009-01-12 10:00:00.000 +0100,Foggy,snow,-6.216666667,-8.872222222,0.92,5.4579,117,1.7066,0,1041.07,Foggy starting in the morning.
2009-01-12 11:00:00.000 +0100,Foggy,snow,-6.111111111,-6.111111111,0.88,3.22,100,1.932,0,1040.9,Foggy starting in the morning.
2009-01-12 12:00:00.000 +0100,Foggy,snow,-5,-9.161111111,0.84,9.66,110,1.932,0,1040.1,Foggy starting in the morning.
2009-01-12 13:00:00.000 +0100,Foggy,snow,-5.172222222,-9.244444444,0.85,9.2897,58,1.7871,0,1039.45,Foggy starting in the morning.
